original_seq	label	blocks
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_swapCG	a,b,C,d,e,f,G
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_swapD	a,b,c,D,e,f,g
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_swapE	a,b,c,d,E,f,g
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_swapEG	a,b,c,d,E,f,G
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_swapG	a,b,c,d,e,f,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_137dNRL-R_v3	A,B,C,D,E,Fx133-150,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_79dCRX-F,137dNRL-R_v2	A,B,C,Dx75-89,E,Fx133-150,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_79dCRX-F_v2	A,B,C,Dx75-89,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_moveBF-swapBD	A,b,C,d,E,B,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_otherRearranged-swapDF	A,B,C,d,E,b,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_otherRearranged-swapF	A,B,C,D,E,b,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-20Scramble2	Ax0-20,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-20Scramble4	Ax0-20,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-75Scramble1	Ax0-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-75Scramble3	Ax0-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-75Scramble5	Ax0-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer100-119Scramble2	A,B,C,D,Ex99-119,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer100-119Scramble4	A,B,C,D,Ex99-119,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer11-30Scramble1	Ax10-30,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer11-30Scramble3	Ax10-30,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer11-30Scramble5	Ax10-30,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer110-129Scramble1	A,B,C,D,Ex109-129,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer110-129Scramble3	A,B,C,D,Ex109-129,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer110-129Scramble5	A,B,C,D,Ex109-129,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer114-133Scramble2	A,B,C,D,Ex113-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer114-133Scramble4	A,B,C,D,Ex113-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer151-164Scramble1	A,B,C,D,E,F,Gx150-164
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer151-164Scramble3	A,B,C,D,E,F,Gx150-164
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer151-164Scramble5	A,B,C,D,E,F,Gx150-164
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer21-40Scramble2	Ax20-40,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer21-40Scramble4	Ax20-40,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer31-50Scramble1	Ax30-50,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer31-50Scramble3	Ax30-50,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer31-50Scramble5	Ax30-50,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer41-60Scramble2	Ax40-56,Bx56-60,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer41-60Scramble4	Ax40-56,Bx56-60,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer51-70Scramble1	Ax50-56,Bx56-67,Cx67-70,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer51-70Scramble3	Ax50-56,Bx56-67,Cx67-70,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer51-70Scramble5	Ax50-56,Bx56-67,Cx67-70,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer56-75Scramble2	Ax55-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer56-75Scramble4	Ax55-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-109Scramble1	A,B,C,D,Ex89-109,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-109Scramble3	A,B,C,D,Ex89-109,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-109Scramble5	A,B,C,D,Ex89-109,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-133Scramble2	A,B,C,D,Ex89-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-133Scramble4	A,B,C,D,Ex89-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapBFD	A,b,C,d,E,f,G
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_moveBF-swapDF	a,f,c,D,e,F,g
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_moveBF-swapF	a,f,c,d,e,F,g
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_otherRearranged-swapBD	a,F,c,D,e,f,g
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT;HAND_swapBFD	a,B,c,D,e,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_137dNRL-R_v2	A,B,C,D,E,Fx133-150,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_79dCRX-F,137dNRL-R_v3	A,B,C,Dx75-89,E,Fx133-150,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_79dCRX-F_v3	A,B,C,Dx75-89,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_moveBF	A,F,C,D,E,B,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_moveBF-swapB	A,b,C,D,E,B,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_moveBF-swapD	A,F,C,d,E,B,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-20Scramble1	Ax0-20,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-20Scramble3	Ax0-20,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-20Scramble5	Ax0-20,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-75Scramble2	Ax0-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer1-75Scramble4	Ax0-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer100-119Scramble1	A,B,C,D,Ex99-119,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer100-119Scramble3	A,B,C,D,Ex99-119,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer100-119Scramble5	A,B,C,D,Ex99-119,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer11-30Scramble2	Ax10-30,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer11-30Scramble4	Ax10-30,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer110-129Scramble2	A,B,C,D,Ex109-129,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer110-129Scramble4	A,B,C,D,Ex109-129,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer114-133Scramble1	A,B,C,D,Ex113-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer114-133Scramble3	A,B,C,D,Ex113-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer114-133Scramble5	A,B,C,D,Ex113-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer151-164Scramble2	A,B,C,D,E,F,Gx150-164
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer151-164Scramble4	A,B,C,D,E,F,Gx150-164
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer21-40Scramble1	Ax20-40,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer21-40Scramble3	Ax20-40,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer21-40Scramble5	Ax20-40,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer31-50Scramble2	Ax30-50,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer31-50Scramble4	Ax30-50,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer41-60Scramble1	Ax40-56,Bx56-60,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer41-60Scramble3	Ax40-56,Bx56-60,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer41-60Scramble5	Ax40-56,Bx56-60,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer51-70Scramble2	Ax50-56,Bx56-67,Cx67-70,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer51-70Scramble4	Ax50-56,Bx56-67,Cx67-70,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer56-75Scramble1	Ax55-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer56-75Scramble3	Ax55-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer56-75Scramble5	Ax55-56,Bx56-67,Cx67-75,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-109Scramble2	A,B,C,D,Ex89-109,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-109Scramble4	A,B,C,D,Ex89-109,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-133Scramble1	A,B,C,D,Ex89-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-133Scramble3	A,B,C,D,Ex89-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_spacer90-133Scramble5	A,B,C,D,Ex89-133,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapA	a,B,C,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapAC	a,B,c,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapACE	a,B,c,D,e,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapACG	a,B,c,D,E,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapAE	a,B,C,D,e,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapAEG	a,B,C,D,e,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapAG	a,B,C,D,E,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapBF	A,b,C,D,E,f,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapC	A,B,c,D,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapCE	A,B,c,D,e,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapCEG	A,B,c,D,e,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapCG	A,B,c,D,E,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapD	A,B,C,d,E,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapE	A,B,C,D,e,F,G
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapEG	A,B,C,D,e,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT;HAND_swapG	A,B,C,D,E,F,g
chr1-135793436-135793600_CPPE	chr1-135793436-135793600_CPPE_WT	A,B,C,D,E,F,G
chr1-132064989-132065153_UPPN	chr1-132064989-132065153_UPPN_WT	a,b,c,d,e,f,g
